"tech","announced","status","dim_length","dim_breadth","dim_thickness","weight","sim","display_tech","display_size","display_res","aspect_ratio","ip_certification","os","chipset","cpu","gpu","card_slot","ram","bt_v","gps","radio","nfc","wlan","battery_mah","audio_jack","price","camera","video","selfie","oem","device"
"GSM / HSPA","2013, Q2","Available. Released 2013, Q2","208.7","145.7","11.1","430","Yes","TFT capacitive touchscreen, 16M colors","7.9","768 x 1024","4:3","NA","Android 4.2 (Jelly Bean)","Mediatek MT8389W","Quad-core 1.2 GHz Cortex-A7","PowerVR SGX544","microSD","1","4","Yes","No","NA","Wi-Fi","4960","Yes","150","5 MP, autofocus","Yes","VGA","Acer","Iconia Tab A1-811"
"No cellular connectivity","2013, April","Available. Released 2013, May","208.7","145.7","11.1","410","No","LED-backlit IPS LCD capacitive touchscreen, 16M colors","7.9","768 x 1024","4:3","NA","Android 4.2.2 (Jelly Bean), upgradÐ°ble to 4.4.2 (KitKat)","Mediatek MT8125","Quad-core 1.2 GHz","PowerVR SGX544","microSD","1","4","Yes","No","NA","Wi-Fi","4960","Yes","120","5 MP, autofocus","Yes","VGA","Acer","Iconia Tab A1-810"
"GSM / HSPA","2013, April","Available. Released 2013, May","131","68","9.9","140","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5","540 x 960","16:9","NA","Android 4.2.1 (Jelly Bean)","Mediatek MT6589","Quad-core 1.2 GHz Cortex-A7","PowerVR SGX544","microSD","1","3","Yes","FM radio","NA","Wi-Fi","2000","Yes","180","8 MP, autofocus, LED flash","1080p@30fps","2 MP","Acer","Liquid E2"
"GSM / HSPA","2013, February","Available. Released 2013, March","110","62.5","12.3","110","Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5","320 x 480","3:2","NA","Android 4.1.1 (Jelly Bean)","Qualcomm MSM7227A Snapdragon S1","1.0 GHz Cortex-A5","Adreno 200","microSD","0.5","3","Yes","FM radio","NA","Wi-Fi","1300","Yes","100","3 MP or 5 MP","Yes","No","Acer","Liquid Z2"
"GSM / HSPA","2013, January","Available. Released 2013, March","127.3","65.5","10","140","Mini-SIM","IPS LCD capacitive touchscreen, 16M colors","4.3","540 x 960","16:9","NA","Android 4.0 (Ice Cream Sandwich)","Intel Atom Z2420","1.2 GHz","PowerVR SGX540","microSD","1","2.1","Yes","FM radio","NA","Wi-Fi","2000","Yes","180","8 MP, autofocus, LED flash","Yes","VGA","Acer","Liquid C1"
"GSM / HSPA","2013, January","Available. Released 2013, March","132","68.5","9.9","130","Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5","540 x 960","16:9","NA","Android 4.1.1 (Jelly Bean)","Mediatek MT6577","Dual-core 1.0 GHz Cortex-A9","SGX531u","microSD","1","3","Yes","FM radio","Yes","Wi-Fi","1760","Yes","170","5 MP, autofocus, LED flash","720p@30fps","VGA","Acer","Liquid E1"
"No cellular connectivity","2013, November","Available. Released 2013, November","198.1","129.5","12.7","339.9","No","TFT capacitive touchscreen","7","600 x 1024","16:9","NA","Android OS","Mediatek MT8317T","Dual-core 1.2 GHz Cortex-A9","PowerVR SGX531u","microSD","1","4","Yes","No","NA","Wi-Fi","2640","Yes","110","Yes","Yes","No","Acer","Iconia Tab B1-710"
"No cellular connectivity","2013, January","Available. Released 2013, January","197.4","128.5","11.3","320","No","TFT capacitive touchscreen, 256K colors","7","600 x 1024","16:9","NA","Android 4.1 (Jelly Bean)","Mediatek MT8317","Dual-core 1.2 GHz Cortex-A9","SGX531u","microSD","0.5","4","Yes","No","NA","Wi-Fi","2710","Yes","100","VGA","Yes","No","Acer","Iconia Tab B1-A71"
"No cellular connectivity","2012, October","Available. Released 2012, October","193","126.5","11.4","390","No","TFT capacitive touchscreen, 256K colors","7","600 x 1024","16:9","NA","Android 4.1 (Jelly Bean)","Nvidia Tegra 3 T30L","Quad-core 1.2 GHz","ULP GeForce","microSD","1","3","Yes","No","NA","Wi-Fi","3420","Yes","150","2 MP","720p@30fps","No","Acer","Iconia Tab A110"
"GSM / HSPA","2012, October","Available. Released 2012, October","110","61.5","12.3","100","Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5","320 x 480","3:2","NA","Android 2.3 (Gingerbread)","Mediatek MT6575","1.0 GHz Cortex-A9","PowerVR SGX531","microSD","0.5","3","Yes","FM radio","NA","Wi-Fi","1300","Yes","100","3.15 MP","Yes","No","Acer","Liquid Z110"
"GSM / HSPA","2012, August","Available. Released 2012, September","129","65.9","9.9","145","Mini-SIM","TFT capacitive touchscreen, 16M colors","4.3","540 x 960","16:9","NA","Android 4.0.3 (Ice Cream Sandwich)","Mediatek MT6575","1.0 GHz Cortex-A9","PowerVR SGX531","microSD","1","3","Yes","FM radio","NA","Wi-Fi","1500","Yes","160","5 MP, autofocus, LED flash","Yes","No","Acer","Liquid Gallant E350"
"GSM / HSPA","2012, July","Available. Released 2012, September","129","65.9","9.9","145","Dual SIM (Mini-SIM)","TFT capacitive touchscreen, 16M colors","4.3","540 x 960","16:9","NA","Android 4.0.3 (Ice Cream Sandwich)","Mediatek MT6575","1.0 GHz Cortex-A9","PowerVR SGX531","microSD","1","3","Yes","FM radio","NA","Wi-Fi","1500","Yes","140","5 MP, autofocus, LED flash","Yes","No","Acer","Liquid Gallant Duo"
"GSM / HSPA","2012, February","Available. Released 2012, August","117","58.5","11.5","125","Mini-SIM","TFT capacitive touchscreen","3.7","480 x 800","5:3","NA","Android 4.0 (Ice Cream Sandwich)","Qualcomm MSM7227A Snapdragon S1","1.0 GHz Cortex-A5","Adreno 200","microSD","0.5","3","Yes","FM radio","Yes","Wi-Fi","1300","Yes","120","5 MP, autofocus, LED flash","Yes","No","Acer","Liquid Glow E330"
"GSM / HSPA","2012, February","Available. Released 2012, September","127","65.8","9.9","NA","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","4.3","720 x 1280","16:9","NA","Android 4.0 (Ice Cream Sandwich)","Qualcomm MSM8260A Snapdragon S4 Plus","Dual-core 1.5 GHz Krait","Adreno 225","microSD","1","4","Yes","FM radio","Yes","Wi-Fi","1460","Yes","220","8 MP, autofocus, LED flash, check quality","1080p, check quality","HD","Acer","CloudMobile S500"
"No cellular connectivity","2012, Q3","Available. Released 2012, November","259.1","175.3","12.2","685","No","TFT capacitive touchscreen, 256K colors","10.1","800 x 1280","16:10","NA","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)","Nvidia Tegra 3","Quad-core 1.2 GHz","ULP GeForce","microSD","1","2.1","Yes","No","NA","Wi-Fi","3260","Yes","260","2 MP","Yes","No","Acer","Iconia Tab A210"
"No cellular connectivity","2012, January","Available. Released 2012, January","260","175","12.4","700","No","Capacitive touchscreen, 16M colors","10.1","800 x 1280","16:10","NA","Android 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)","Nvidia Tegra 2 T20","Dual-core 1.0 GHz Cortex-A9","ULP GeForce","microSD","1","2.1","Yes","No","NA","Wi-Fi","3260","Yes","200","2 MP","Yes","No","Acer","Iconia Tab A200"
"GSM / HSPA","2012, January","Available. Released 2012, July","259.8","175","10.9","667","Mini-SIM","LCD capacitive touchscreen, 16M colors","10.1","1920 x 1200","16:10","NA","Android 4.0 (Ice Cream Sandwich)","Nvidia Tegra 3","Quad-core 1.3 GHz Cortex-A9","ULP GeForce","microSD","1","2.1","Yes","No","NA","Wi-Fi","9800","Yes","380","5 MP, autofocus, LED flash","720p","Yes","Acer","Iconia Tab A701"
"No cellular connectivity","2012, January","Available. Released 2012, August","259","175","11","665","No","LCD capacitive touchscreen, 16M colors","10.1","1920 x 1200","16:10","NA","Android 4.0 (Ice Cream Sandwich)","Nvidia Tegra 3","Quad-core 1.3 GHz","ULP GeForce","microSD","1","2.1","Yes","No","NA","Wi-Fi","9800","Yes","230","5 MP, autofocus, LED flash","720p","Yes","Acer","Iconia Tab A700"
"GSM / HSPA","2012, February","Available. Released 2012, August","260","175","11","777","Mini-SIM","TFT capacitive touchscreen, 256K colors","10.1","1280 x 800","16:10","NA","Android 4.0 (Ice Cream Sandwich)","Nvidia Tegra 3","Quad-core 1.3 GHz Cortex-A9","ULP GeForce","microSD","1","2.1","Yes","No","NA","Wi-Fi","9800","Yes","250","5 MP, autofocus","720p","1 MP","Acer","Iconia Tab A511"
"No cellular connectivity","2012, February","Available. Released 2012, April","259.1","175.3","10.2","680","No","TFT capacitive touchscreen, 256K colors","10.1","1280 x 800","16:10","NA","Android 4.0 (Ice Cream Sandwich)","Nvidia Tegra 3","Quad-core 1.3 GHz Cortex-A9","ULP GeForce","microSD","1","2.1","Yes","No","NA","Wi-Fi","9800","Yes","230","5 MP, autofocus","720p","1 MP","Acer","Iconia Tab A510"
"GSM / HSPA","2011, October","Available. Released 2011, November","116","59","13","126","Mini-SIM","TFT capacitive touchscreen, 16M colors","3.6","480 x 800","5:3","NA","Microsoft Windows Phone 7.5 Mango","Qualcomm MSM8255 Snapdragon S2","1.0 GHz Scorpion","Adreno 205","No","NA","2.1","Yes","No","NA","Wi-Fi","1300","Yes","140","5 MP, autofocus","Yes","No","Acer","Allegro"
"GSM / HSPA","2011, September","Available. Released 2011, November","115","60.8","13.4","138","Mini-SIM","TFT capacitive touchscreen, 256K colors","3.5","320 x 480","16:9","NA","Android 2.3 (Gingerbread)","Qualcomm MSM7227T-1 Snapdragon S1","800MHz ARM 11","Adreno 200","microSD","0.5","2.1","Yes","Stereo FM radio","Region specific","Wi-Fi","NA","Yes","90","5 MP, autofocus, LED flash","Yes","No","Acer","Liquid Express E320"
"GSM / HSPA","2011, February. Released 2011, April","Discontinued","260","177","13.3","777","Mini-SIM","LCD capacitive touchscreen, 256K colors","10.1","800 x 1280","16:10","NA","Android 3.0 (Honeycomb), upgradable to 3.2 (Honeycomb)","Nvidia Tegra 2 T20","Dual-core 1.0 GHz Cortex-A9","ULP GeForce","microSD","1","2.1","Yes","No","NA","Wi-Fi","3260","Yes","490","5 MP, autofocus, LED flash","Yes","2 MP","Acer","Iconia Tab A501"
"GSM / HSPA","2011, February","Available. Released 2011, August","141.7","64.5","13.6","185","Mini-SIM","TFT capacitive touchscreen, 16M colors","4.8","480 x 1024","NA","NA","Android 2.3 (Gingerbread)","Qualcomm MSM8255-1 Snapdragon S2","1.0 GHz Scorpion","Adreno 205","microSD","0.5","2.1","Yes","Stereo FM radio","NA","Wi-Fi","1500","Yes","220","8 MP, autofocus, LED flash","720p@30fps","2 MP","Acer","Iconia Smart"
"No cellular connectivity","2011, February. Released 2011, April","Discontinued","260","177","13.3","730","No","LCD capacitive touchscreen, 256K colors","10.1","800 x 1280","16:10","NA","Android 3.0, 3.2, planned upgrade to 4.0 (Ice Cream Sandwich)","Nvidia Tegra 2 T20","Dual-core 1.0 GHz Cortex-A9","ULP GeForce","microSD","1","2.1","Yes","No","NA","Wi-Fi","3260","Yes","200","5 MP, autofocus, LED flash","Yes","2 MP","Acer","Iconia Tab A500"
"GSM / HSPA","2011, February. Released 2011, May","Discontinued","195","117","13.1","470","Mini-SIM","LCD capacitive touchscreen, 16M colors","7","600 x 1024","16:9","NA","Android 3.2 (Honeycomb)","Nvidia Tegra 2 T20","Dual-core 1.0 GHz Cortex-A9","ULP GeForce","microSD","1","2.1","Yes","No","NA","Wi-Fi","1530","Yes","260","5 MP, autofocus, LED flash","720p@30fps","2 MP","Acer","Iconia Tab A101"
"No cellular connectivity","2011, February","Available. Released 2011, April","195","117","13.1","450","No","LCD capacitive touchscreen, 16M colors","7","600 x 1024","16:9","NA","Android 3.0, 3.2, planned upgrade to 4.0 (Ice Cream Sandwich)","Nvidia Tegra 2 T20","Dual-core 1.0 GHz Cortex-A9","ULP GeForce","microSD","1","2.1","Yes","No","NA","Wi-Fi","1530","Yes","100","5 MP, autofocus, LED flash","720p@30fps","2 MP","Acer","Iconia Tab A100"
"GSM / HSPA","2011, January","Available. Released 2011, April","110.4","57.5","13","108","Mini-SIM","TFT capacitive touchscreen, 256K colors","3.2","320 x 480","3:2","NA","Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)","Qualcomm MSM7227-1 Snapdragon S1","600 MHz ARM 11","Adreno 200","microSD","0.5","2.1","Yes","Stereo FM radio","NA","Wi-Fi","1300","Yes","120","5 MP","480p@30fps","No","Acer","Liquid mini E310"
"GSM / HSPA","2011, January","Available. Released 2011, Q2","116","63","12","109","Mini-SIM","TFT resistive touchscreen, 256K colors","2.6","320 x 240","4:3","NA","Android 2.2 (Froyo)","Qualcomm MSM7227 Snapdragon S1","600 MHz ARM 11","Adreno 200","microSD","0.25","2.1","Yes","Stereo FM radio","NA","Wi-Fi","1300","Yes","150","3.15 MP","Yes","No","Acer","beTouch E210"
"GSM / HSPA","2010, December. Released 2010, December","Discontinued","104.5","55.8","12.8","95","Mini-SIM","TFT resistive touchscreen, 256K colors","2.8","240 x 320","4:3","NA","Android 2.2 (Froyo)","Qualcomm MSM7227 Snapdragon S1","600 MHz ARM 11","Adreno 200","microSD","0.25","2.1","Yes","Stereo FM radio","NA","Wi-Fi","1300","Yes","110","3.15 MP","Yes","No","Acer","beTouch E140"
"GSM","2010, October. Released 2010, Q4","Discontinued","118.5","58","13.5","130","Mini-SIM","TFT touchscreen","3.2","320 x 480","3:2","NA","Android-based OPhone 1.5","NA","NA","NA","microSD","0.25","2.1","Yes","No","NA","Wi-Fi","1500","No","70","3.15 MP","Yes","No","Acer","beTouch T500"
"GSM / HSPA","2010, October. Released 2010, November","Discontinued","115","63","13.5","135","Mini-SIM","TFT capacitive touchscreen, 16M colors","3.6","480 x 800","5:3","NA","Android 2.2 (Froyo)","Qualcomm MSM7230","800 MHz Scorpion","Adreno 205","microSD","0.5","2.1","Yes","No","NA","Wi-Fi","1500","Yes","70","5 MP, autofocus, LED flash","720p@30fps","No","Acer","Liquid mt"
"GSM / HSPA","2010, June. Released 2010, August","Discontinued","115","62.5","11.5","109","Mini-SIM","TFT touchscreen, 65K colors","2.6","320 x 240","4:3","NA","Android 1.6 (Donut)","ST Ericsson PNX6715","416 MHz","NA","microSD","0.25","2","Yes","Stereo FM radio","NA","Wi-Fi","1500","Yes","90","3.15 MP","Yes","No","Acer","beTouch E130"
"GSM / HSPA","2010, June. Released 2010, Q3","Discontinued","104.5","54","13.2","105","Mini-SIM","TFT capacitive touchscreen","2.8","240 x 320","4:3","NA","Android 1.6 (Donut)","NA","ST Ericsson PNX6715, 416 MHz","NA","microSD","0.25","2","Yes","Stereo FM radio","NA","Wi-Fi","1500","Yes","70","3.15 MP","Yes","No","Acer","beTouch E120"
"GSM / HSPA","2010, May. Released 2010, August","Discontinued","119.5","63","11.2","140","Mini-SIM","AMOLED capacitive touchscreen, 16M colors","3.7","480 x 800","5:3","NA","Android 2.1 (Eclair)","Qualcomm QSD8250 Snapdragon S1","1.0 GHz Scorpion","Adreno 200","microSD","0.5","2.1","Yes","Stereo FM radio","NA","Wi-Fi","1400","Yes","130","5 MP, autofocus, check quality","720p@24fps","No","Acer","Stream"
"GSM / HSPA","2010, February. Released 2010, August","Discontinued","115","62.5","12.5","135","Mini-SIM","TFT capacitive touchscreen, 256K colors","3.5","480 x 800","5:3","NA","Android 2.1 (Eclair), upgradeable to Android 2.2 (Froyo)","Qualcomm QSD8250 Snapdragon S1","768 MHz Scorpion","Adreno 200","microSD","0.5","2","Yes","No","NA","Wi-Fi","1350","Yes","90","5 MP, autofocus","480p@20fps","No","Acer","Liquid E"
"GSM / HSPA","2010, February. Released 2010, May","Discontinued","115","59.3","12","125","Mini-SIM","TFT resistive touchscreen, 256K colors","3.2","320 x 480","3:2","NA","Microsoft Windows Mobile 6.5.3 Professional","Qualcomm MSM7227 Snapdragon S1","600 MHz ARM 11","Adreno 200","microSD","0.25","2.1","Yes","Stereo FM radio","NA","Wi-Fi","1090","Yes","100","3.15 MP, autofocus","Yes","No","Acer","neoTouch P400"
"GSM / HSPA","2010, February. Released 2010, April","Discontinued","115","59.3","12","125","Mini-SIM","TFT resistive touchscreen, 256K colors","3.2","320 x 480","3:2","NA","Android 2.1 (Eclair)","Qualcomm MSM7227 Snapdragon S1","600 MHz ARM 11","Adreno 200","microSD","0.25","2","Yes","Stereo FM radio","NA","Wi-Fi","1090","Yes","80","3.15 MP, autofocus","Yes","No","Acer","beTouch E400"
"GSM / HSPA","2010, February. Released 2010, Q2","Discontinued","110","55","15.1","NA","Mini-SIM","TFT resistive touchscreen, 65K colors","3.2","240 x 400","5:3","NA","Microsoft Windows Mobile 6.5.3","Qualcomm MSM7225 Snapdragon S1","528 MHz ARM 11","NA","microSD","0.25","2","Yes","No","NA","Wi-Fi","970","Yes","80","3.15 MP, autofocus","Yes","No","Acer","neoTouch P300"
"GSM / HSPA","2010, February. Released 2010, March","Discontinued","103.5","54","13.4","105","Mini-SIM","TFT resistive touchscreen, 256K colors (65K effective)","2.8","240 x 320","4:3","NA","Android 1.5 (Cupcake)","NA","ST Ericsson PNX6715 416MHz","NA","microSD","0.25","2","Yes","Stereo FM radio","NA","No","1500","Yes","70","3.15 MP","Yes","No","Acer","beTouch E110"
"GSM / HSPA","2009, October. Released 2009, December","Discontinued","115","62.5","12.5","135","Mini-SIM","TFT capacitive touchscreen, 256K colors","3.5","480 x 800","5:3","NA","Android 1.6 (Donut)","Qualcomm QSD8250 Snapdragon S1","768 MHz Scorpion","Adreno 200","microSD","0.25","2","Yes","No","NA","Wi-Fi","1350","Yes","90","5 MP, autofocus, check quality","480p@20fps","No","Acer","Liquid"
"GSM / HSPA","2009, October. Released 2009, October","Discontinued","118.6","63","12","130","Mini-SIM","TFT resistive touchscreen, 65K colors","3.8","480 x 800","5:3","NA","Microsoft Windows Mobile 6.5 Professional","Qualcomm QSD8250 Snapdragon S1","1.0 GHz Scorpion","Adreno 200","microSD","0.25","2.1","Yes","Stereo FM radio","NA","Wi-Fi","1350","Yes","210","5 MP, autofocus, LED flash, check quality","480p","","Acer","neoTouch"
"GSM / HSPA","2009, October. Released 2009, October","Discontinued","110","53.5","15.4","146","Mini-SIM","TFT, 65K colors","3","240 x 400","5:3","NA","Microsoft Windows Mobile 6.5 Professional","Qualcomm MSM7225 Snapdragon S1","528 MHz ARM 11","NA","microSD","0.25","2","Yes","No","NA","No","1140","No","190","3.15 MP","Yes","","Acer","beTouch E200"
"GSM / HSPA","2009, October. Released 2009, October","Discontinued","113","56","12.8","118","Mini-SIM","TFT resistive touchscreen, 65K colors","3.2","240 x 400","5:3","NA","Microsoft Windows Mobile 6.5 Professional","Qualcomm MSM7225 Snapdragon S1","528 MHz ARM 11","NA","microSD","0.25","2","Yes","No","NA","No","1140","No","180","2 MP","320p","","Acer","beTouch E100"
"GSM","2009, October. Released 2009, October","Discontinued","113","56","12.8","118","Mini-SIM","TFT resistive touchscreen, 65K colors","3.2","240 x 400","5:3","NA","Microsoft Windows Mobile 6.5 Professional","Qualcomm MSM7225 Snapdragon S1","528 MHz ARM 11","NA","microSD","0.25","2","Yes","No","NA","No","1140","No","170","2 MP","Yes","","Acer","beTouch E101"
"GSM","2009, June. Released 2009, June","Discontinued","109.6","59","15.6","133","Mini-SIM","TFT resistive touchscreen, 65K colors","2.8","240 x 320","4:3","NA","Microsoft Windows Mobile 6.1 Professional","NA","Samsung S3C 6410 533 MHz","NA","microSD","NA","2","Yes","FM radio","NA","Wi-Fi","1260","No","150","2 MP","No","No","Acer","DX650"
"GSM / HSPA","2009, February. Released 2009, June","Discontinued","119","62","17.1","188","Mini-SIM","TFT resistive touchscreen, 65K colors","3.8","480 x 800","5:3","NA","Microsoft Windows Mobile 6.1 Professional","NA","533 MHz Samsung S3C 6410","NA","microSD","NA","2","Yes","FM radio","NA","Wi-Fi","1530","No","250","5 MP, autofocus, LED flash","Yes","VGA videocall camera","Acer","M900"
"GSM / HSPA","2009, February. Released 2009, June","Discontinued","117.5","63.5","15.8","150","Mini-SIM","TFT resistive touchscreen, 65K colors","3.8","480 x 800","5:3","NA","Microsoft Windows Mobile 6.1 Professional","NA","533 MHz Samsung S3C 6410","NA","microSD","0.125","2","Yes","Stereo FM radio","NA","Wi-Fi","1530","No","210","3.15 MP, autofocus, LED flash","480p","No","Acer","F900"
"GSM / UMTS","2009, February. Released 2009, April","Discontinued","106.4","59","13.7","131.5","Mini-SIM","TFT resistive touchscreen, 65K colors","2.8","480 x 640","4:3","NA","Microsoft Windows Mobile 6.1 Professional","NA","533 MHz Samsung S3C 6410","NA","microSD","0.125","2","Yes","No","NA","Wi-Fi","1530","No","270","3.15 MP, autofocus, LED flash","Yes","VGA","Acer","X960"
"GSM / HSPA","2009, February. Released 2009, April","Discontinued","106","60.5","17","147","Dual SIM (Mini-SIM)","TFT resistive touchscreen, 65K colors","2.8","480 x 640","4:3","NA","Microsoft Windows Mobile 6.1 Professional","NA","533 MHz Samsung S3C 6410","NA","microSD","0.125","2","Yes","No","NA","Wi-Fi","1530","No","90","3.15 MP, autofocus, LED flash","Yes","VGA videocall camera","Acer","DX900"
"GSM / HSPA / LTE","2017, September","Available. Released 2017, September","148.6","72","7.5","147","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","5.2","1080 x 1920","16:9","NA","Android 7.1 (Nougat)","Mediatek MT6757 Helio P20","Octa-core (4x2.35 GHz Cortex-A53 & 4x1.65 GHz Cortex-A53)","Mali-T880 MP2","microSD","3","4.2","Yes","FM radio","NA","Wi-Fi","2850","Yes","400","12 MP (f/2.0, 1/2.8"", 1.25 Âµm), phase detection autofocus, dual-LED dual-tone flash","1080p@30fps","8 MP (f/2.0, 1/3.2"", 1.4 Âµm)","alcatel","Idol 5s"
"GSM / HSPA / LTE","2017, September","Available. Released 2017, September","148","73","7.5","155","Nano-SIM","LTPS IPS LCD capacitive touchscreen, 16M colors","5.2","1080 x 1920","16:9","NA","Android 7.1 (Nougat)","Mediatek MT6753","Quad-core 1.3 GHz Cortex-A53","Mali-T720MP3","microSD","3","4.2","Yes","FM radio","NA","Wi-Fi","2800","Yes","240","13 MP (f/2.0, 1/3"", 1.12 Âµm), phase detection autofocus, dual-LED dual-tone flash","1080p@30fps","5 MP (f/2.4, 1/5"", 1.12 Âµm), 720p","alcatel","Idol 5"
"GSM / HSPA / LTE","2017, September","Available. Released 2017, November","159.6","81.5","8.7","175","Single SIM or Dual SIM","LTPS IPS LCD capacitive touchscreen, 16M colors","6","1080 x 1920","16:9","NA","Android 7.1 (Nougat)","Mediatek MT6750S","Octa-core (4x1.5 GHz & 4x1.0 GHz)","NA","microSD","3","4.2","Yes","To be confirmed","NA","Wi-Fi","4000","Yes","280","Dual: 12 MP + 2 MP, phase detection autofocus, dual-LED dual-tone flash","1080p@30fps","5 MP, LED flash, 1080p","alcatel","A7 XL"
"GSM / HSPA / LTE","2017, September","Available. Released 2017, September","152.7","76.5","9","NA","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 7.0 (Nougat)","Mediatek MT6750T","Octa-core (4x1.5 GHz & 4x1.0 GHz)","NA","microSD","3","4.2","Yes","NA","Yes","Wi-Fi","4000","Yes","230","16 MP (f/2.0, 1/3""), phase detection autofocus, dual-LED dual-tone flash","1080p@30fps","8 MP, LED flash","alcatel","A7"
"GSM / HSPA / LTE","2017, August","Available. Released 2017, August","NA","NA","NA","NA","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5","720 x 1280","16:9","NA","Android 7.0 (Nougat)","Mediatek MT6737","Quad-core 1.1 GHz Cortex-A53","Mali-T720MP2","microSD","1","4.2","Yes","FM radio","NA","Wi-Fi","2200","Yes","NA","13 MP, autofocus, LED flash","1080p@30fps","8 MP, LED flash","alcatel","U5 HD"
"GSM / HSPA / LTE","2017, August","Available. Released 2017, August","146.1","71.9","7.9","NA","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","5.2","720 x 1280","16:9","NA","Android 7.0 (Nougat)","Mediatek MT6738","Quad-core 1.5 GHz Cortex-A53","Mali-T860MP2","microSD","2","4.2","Yes","No","NA","Wi-Fi","2800","Yes","80","8 MP, f/2.0, autofocus, dual-LED dual-tone flash","1080p@30fps","2 MP, LED flash","alcatel","Pulsemix"
"GSM / HSPA / LTE","2017, June","Available. Released 2017, July","148.6","70.9","7.4","148.8","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","5.2","1080 x 1920","16:9","NA","Android 7.1 (Nougat)","Qualcomm MSM8953 Snapdragon 625","Octa-core 2.0 GHz Cortex-A53","Adreno 506","microSD","3","4.2","Yes","FM radio","NA","Wi-Fi","2620","Yes","250","12 MP (f/2.0, 1/2.8"", 1.25 Âµm), phase detection autofocus, dual-LED dual-tone flash","1080p@30fps","8 MP (f/2.0, 1/3.2"", 1.4 Âµm)","alcatel","Idol 5s (USA)"
"GSM / HSPA / LTE","2017, April","Available. Released 2017, May","152.6","75.4","8.7","155","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5","1080 x 1920","16:9","NA","Android 6.0 (Marshmallow)","Mediatek MT6797 Helio X20","Deca-core (2x2.3 GHz Cortex-A72, 4x1.9 GHz Cortex-A53, 4x1.4 GHz Cortex-A53)","Mali-T880MP4","microSD","3","4.1","Yes","FM radio","NA","Wi-Fi","3100","Yes","NA","Dual: 13 MP (f/2.0, 1/3"", 1.12 Âµm), phase detection autofocus, dual-LED dual-tone flash","2160p@30fps, 1080p@60fps","Dual 8 MP + 5 MP, f/2.0, autofocus, dual-LED dual-tone flash","alcatel","Flash (2017)"
